Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Air_Compressors
3,WEEKDAY,15,0.0000,0.8481,0.4887,0.2968,0.8050,1.1452,0.0000,1.1657,0.1335,0.2299,0.1237
3,WEEKDAY,16,0.0000,0.8317,0.4862,0.3055,0.8618,1.1311,0.0000,1.1413,0.1325,0.2265,0.1237
3,WEEKDAY,17,0.0000,0.7693,0.4464,0.3118,0.9367,1.1223,0.0000,1.1086,0.1300,0.2220,0.1237
3,WEEKDAY,18,0.0000,0.6969,0.4299,0.3103,1.0189,1.1001,0.6730,1.0630,0.1211,0.2143,0.1237
3,WEEKDAY,19,0.0000,0.5925,0.4091,0.2986,0.9602,1.0803,0.7013,0.9584,0.1010,0.1972,0.1237
3,WEEKDAY,20,0.0000,0.4443,0.3658,0.2539,0.8486,1.0606,0.7013,0.8292,0.0783,0.1727,0.1217
3,WEEKDAY,21,0.0000,0.3410,0.3382,0.1737,0.6208,1.0306,0.7013,0.6393,0.0554,0.1381,0.1127
3,WEEKDAY,22,0.0000,0.1821,0.3207,0.0940,0.3740,1.0069,0.7013,0.4208,0.0353,0.0981,0.0926
3,WEEKDAY,23,0.0000,0.0741,0.3102,0.0484,0.2309,0.9743,0.6289,0.2338,0.0219,0.0627,0.0629
3,SATURDAY,0,0.0000,0.0531,0.2203,0.0367,0.1686,0.9576,0.3280,0.1808,0.0186,0.0540,0.0543
3,SATURDAY,1,0.0000,0.0319,0.2113,0.0357,0.1181,0.9419,0.3280,0.1319,0.0114,0.0356,0.0223
3,SATURDAY,2,0.0135,0.0132,0.2004,0.0357,0.0992,0.9343,0.3280,0.1346,0.0086,0.0283,0.0078
3,SATURDAY,3,0.0000,0.0101,0.2012,0.0373,0.0992,0.9304,0.3280,0.1547,0.0086,0.0284,0.0059
3,SATURDAY,4,0.0068,0.0080,0.2290,0.0503,0.1563,0.9317,0.3280,0.1907,0.0094,0.0357,0.0095
3,SATURDAY,5,0.0000,0.0135,0.2349,0.0836,0.2945,0.9518,0.3280,0.2772,0.0123,0.0621,0.0205
3,SATURDAY,6,0.0000,0.0213,0.2423,0.1275,0.4165,0.9769,0.0435,0.4218,0.0205,0.0982,0.0363
3,SATURDAY,7,0.0000,0.0417,0.3293,0.1872,0.5384,1.0081,0.0000,0.5933,0.0328,0.1264,0.0476
3,SATURDAY,8,0.0000,0.1052,0.3373,0.2434,0.6261,1.0349,0.0000,0.7404,0.0449,0.1472,0.0535
3,SATURDAY,9,0.0000,0.2477,0.3575,0.2847,0.8262,1.0773,0.0000,0.9257,0.0657,0.1751,0.0707
3,SATURDAY,10,0.0000,0.4537,0.4090,0.3098,1.0099,1.1136,0.0000,1.1195,0.1058,0.2117,0.1002
3,SATURDAY,11,0.0000,0.7115,0.4711,0.3195,1.0883,1.1341,0.0000,1.2201,0.1303,0.2329,0.1192
3,SATURDAY,12,0.0000,0.8365,0.4987,0.3178,1.0068,1.1501,0.0000,1.2462,0.1355,0.2388,0.1234
3,SATURDAY,13,0.0000,0.8606,0.5004,0.3058,0.9178,1.1517,0.0000,1.2488,0.1359,0.2394,0.1237
3,SATURDAY,14,0.0000,0.8867,0.5075,0.2982,0.8695,1.1603,0.0000,1.2488,0.1359,0.2393,0.1237
3,SATURDAY,15,0.0000,0.8909,0.5070,0.2968,0.8627,1.1585,0.0000,1.2448,0.1357,0.2384,0.1237
3,SATURDAY,16,0.0000,0.8683,0.5057,0.3055,0.9208,1.1440,0.0000,1.2204,0.1346,0.2349,0.1237
3,SATURDAY,17,0.0000,0.8103,0.4678,0.3118,0.9963,1.1345,0.0000,1.1877,0.1321,0.2303,0.1237
3,SATURDAY,18,0.0000,0.7315,0.4501,0.3103,1.0774,1.1110,0.6730,1.1404,0.1232,0.2218,0.1237
3,SATURDAY,19,0.0000,0.6078,0.4267,0.2986,1.0133,1.0898,0.7013,1.0239,0.1028,0.2033,0.1237
3,SATURDAY,20,0.0000,0.4413,0.3767,0.2539,0.8920,1.0688,0.7013,0.8743,0.0798,0.1782,0.1225
3,SATURDAY,21,0.0000,0.3362,0.3460,0.1737,0.6518,1.0374,0.7013,0.6686,0.0572,0.1433,0.1178
3,SATURDAY,22,0.0000,0.1630,0.3249,0.0940,0.3979,1.0129,0.7013,0.4521,0.0381,0.1054,0.1059
3,SATURDAY,23,0.0000,0.0794,0.3195,0.0484,0.2526,0.9796,0.6289,0.2755,0.0262,0.0746,0.0833
3,SUNDAY,0,0.0000,0.0271,0.2029,0.0367,0.0985,0.9429,0.3280,0.0876,0.0071,0.0232,0.0071
3,SUNDAY,1,0.0000,0.0193,0.2008,0.0357,0.0971,0.9323,0.3280,0.0980,0.0072,0.0250,0.0059
3,SUNDAY,2,0.0000,0.0164,0.2003,0.0357,0.0971,0.9292,0.3280,0.1307,0.0081,0.0271,0.0059
3,SUNDAY,3,0.0089,0.0121,0.2008,0.0373,0.0992,0.9285,0.3280,0.1553,0.0086,0.0284,0.0059
3,SUNDAY,4,0.0000,0.0105,0.2301,0.0503,0.1550,0.9316,0.3280,0.1896,0.0094,0.0353,0.0096
3,SUNDAY,5,0.0000,0.0168,0.2356,0.0806,0.2818,0.9517,0.3280,0.2667,0.0122,0.0579,0.0212
3,SUNDAY,6,0.0000,0.0236,0.2433,0.1034,0.3784,0.9744,0.0435,0.3956,0.0191,0.0894,0.0364
3,SUNDAY,7,0.0000,0.0411,0.3282,0.1281,0.4893,1.0024,0.0000,0.5358,0.0292,0.1165,0.0476
3,SUNDAY,8,0.0000,0.0960,0.3334,0.1714,0.5535,1.0285,0.0000,0.6770,0.0402,0.1353,0.0511
3,SUNDAY,9,0.0000,0.2009,0.3417,0.2268,0.6944,1.0635,0.0000,0.8302,0.0555,0.1485,0.0514
3,SUNDAY,10,0.0000,0.3718,0.3725,0.2632,0.8301,1.0871,0.0000,0.9556,0.0814,0.1590,0.0514
3,SUNDAY,11,0.0000,0.5828,0.4299,0.2763,0.8836,1.1011,0.0000,1.0062,0.0966,0.1636,0.0514
3,SUNDAY,12,0.0000,0.6928,0.4497,0.2753,0.7938,1.1145,0.0000,1.0179,0.0998,0.1647,0.0514
3,SUNDAY,13,0.0000,0.7002,0.4495,0.2648,0.7068,1.1159,0.0000,1.0190,0.1001,0.1648,0.0514
3,SUNDAY,14,0.0000,0.7191,0.4529,0.2588,0.6618,1.1248,0.0000,1.0190,0.1001,0.1648,0.0514
3,SUNDAY,15,0.0000,0.7249,0.4549,0.2598,0.6519,1.1232,0.0000,1.0151,0.0999,0.1638,0.0514
3,SUNDAY,16,0.0000,0.6950,0.4525,0.2664,0.6958,1.1092,0.0000,0.9907,0.0988,0.1604,0.0514
3,SUNDAY,17,0.0000,0.6323,0.4138,0.2691,0.7593,1.1005,0.0000,0.9586,0.0966,0.1558,0.0514
3,SUNDAY,18,0.0000,0.5704,0.3996,0.2623,0.8376,1.0782,0.6730,0.9147,0.0891,0.1470,0.0514
3,SUNDAY,19,0.0000,0.4629,0.3793,0.2303,0.7745,1.0588,0.7013,0.8045,0.0718,0.1287,0.0514
3,SUNDAY,20,0.0000,0.3244,0.3332,0.1696,0.6675,1.0396,0.7013,0.6463,0.0518,0.1034,0.0495
3,SUNDAY,21,0.0000,0.2231,0.3080,0.1126,0.4564,1.0113,0.7013,0.4588,0.0324,0.0743,0.0424
3,SUNDAY,22,0.0000,0.1242,0.2984,0.0699,0.2598,0.9899,0.7013,0.2663,0.0172,0.0465,0.0288
3,SUNDAY,23,0.0000,0.0362,0.2911,0.0454,0.1542,0.9603,0.6289,0.1344,0.0094,0.0280,0.0146
3,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,WEEKDAY,0,0.0000,0.0530,0.2062,0.0325,0.1090,0.9476,0.3280,0.1139,0.0094,0.0304,0.0150
4,WEEKDAY,1,0.0016,0.0307,0.2001,0.0323,0.0988,0.9392,0.3280,0.1262,0.0082,0.0275,0.0073
4,WEEKDAY,2,0.0000,0.0250,0.1993,0.0334,0.0988,0.9353,0.3280,0.1498,0.0085,0.0282,0.0060
4,WEEKDAY,3,0.0000,0.0218,0.2212,0.0431,0.1434,0.9360,0.3280,0.1831,0.0092,0.0342,0.0088
4,WEEKDAY,4,0.0000,0.0264,0.2320,0.0698,0.2627,0.9519,0.3280,0.2576,0.0117,0.0560,0.0185
4,WEEKDAY,5,0.0000,0.0314,0.2386,0.1078,0.3835,0.9764,0.3280,0.3823,0.0186,0.0887,0.0329
4,WEEKDAY,6,0.0000,0.0458,0.3069,0.1581,0.4921,1.0080,0.0746,0.5362,0.0298,0.1165,0.0451
4,WEEKDAY,7,0.0000,0.1050,0.3325,0.2090,0.5681,1.0340,0.0000,0.6718,0.0415,0.1364,0.0521
4,WEEKDAY,8,0.0000,0.2609,0.3501,0.2490,0.7250,1.0688,0.0000,0.8214,0.0596,0.1605,0.0668
4,WEEKDAY,9,0.0000,0.4933,0.3992,0.2749,0.9000,1.1023,0.0000,0.9892,0.0945,0.1937,0.0935
4,WEEKDAY,10,0.0000,0.7514,0.4524,0.2867,0.9949,1.1238,0.0000,1.1036,0.1222,0.2180,0.1149
4,WEEKDAY,11,0.0000,0.9218,0.4863,0.2875,0.9477,1.1403,0.0000,1.1459,0.1317,0.2273,0.1225
4,WEEKDAY,12,0.0000,0.9917,0.4966,0.2788,0.8640,1.1452,0.0000,1.1538,0.1332,0.2291,0.1237
4,WEEKDAY,13,0.0000,1.0457,0.5049,0.2710,0.8095,1.1525,0.0000,1.1544,0.1333,0.2292,0.1237
4,WEEKDAY,14,0.0000,1.1002,0.5128,0.2685,0.7948,1.1533,0.0000,1.1514,0.1331,0.2285,0.1237
4,WEEKDAY,15,0.0000,1.1119,0.5153,0.2742,0.8371,1.1417,0.0000,1.1316,0.1323,0.2256,0.1237
4,WEEKDAY,16,0.0000,1.0758,0.4907,0.2804,0.9078,1.1316,0.0000,1.1007,0.1301,0.2214,0.1237
4,WEEKDAY,17,0.0000,1.0118,0.4703,0.2807,0.9889,1.1123,0.3002,1.0584,0.1227,0.2146,0.1237
4,WEEKDAY,18,0.0000,0.8814,0.4414,0.2722,0.9638,1.0921,0.4103,0.9695,0.1052,0.1999,0.1237
4,WEEKDAY,19,0.0000,0.6689,0.3959,0.2389,0.8668,1.0722,0.6366,0.8499,0.0832,0.1775,0.1221
4,WEEKDAY,20,0.0000,0.5265,0.3550,0.1740,0.6686,1.0442,0.7013,0.6776,0.0604,0.1454,0.1145
4,WEEKDAY,21,0.0000,0.3652,0.3305,0.1019,0.4278,1.0185,0.7013,0.4675,0.0397,0.1066,0.0963
4,WEEKDAY,22,0.0000,0.1959,0.3169,0.0535,0.2618,0.9880,0.6453,0.2733,0.0247,0.0699,0.0682
4,WEEKDAY,23,0.0000,0.0974,0.2402,0.0356,0.1520,0.9643,0.3964,0.1634,0.0149,0.0436,0.0368
4,SATURDAY,0,0.0000,0.0627,0.2155,0.0325,0.1307,0.9517,0.3280,0.1441,0.0132,0.0402,0.0303
4,SATURDAY,1,0.0000,0.0338,0.2035,0.0323,0.1039,0.9417,0.3280,0.1339,0.0093,0.0301,0.0114
4,SATURDAY,2,0.0000,0.0251,0.2003,0.0334,0.0992,0.9366,0.3280,0.1496,0.0086,0.0284,0.0064
4,SATURDAY,3,0.0000,0.0223,0.2215,0.0429,0.1420,0.9362,0.3280,0.1817,0.0092,0.0339,0.0086
4,SATURDAY,4,0.0000,0.0274,0.2335,0.0691,0.2600,0.9513,0.3280,0.2556,0.0116,0.0555,0.0177
4,SATURDAY,5,0.0000,0.0328,0.2412,0.1068,0.3860,0.9758,0.3280,0.3856,0.0184,0.0892,0.0324
4,SATURDAY,6,0.0000,0.0497,0.3076,0.1569,0.5079,1.0085,0.0820,0.5504,0.0297,0.1193,0.0448
4,SATURDAY,7,0.0000,0.1344,0.3367,0.2079,0.6042,1.0379,0.0000,0.7036,0.0418,0.1420,0.0520
4,SATURDAY,8,0.0000,0.2752,0.3554,0.2482,0.7762,1.0774,0.0000,0.8794,0.0605,0.1681,0.0664
4,SATURDAY,9,0.0000,0.5240,0.4077,0.2744,0.9639,1.1150,0.0000,1.0710,0.0958,0.2025,0.0928
4,SATURDAY,10,0.0000,0.7924,0.4704,0.2865,1.0687,1.1390,0.0000,1.1950,0.1241,0.2276,0.1144
4,SATURDAY,11,0.0000,0.9780,0.5093,0.2875,1.0272,1.1562,0.0000,1.2397,0.1342,0.2373,0.1224
4,SATURDAY,12,0.0000,1.0595,0.5184,0.2790,0.9401,1.1615,0.0000,1.2481,0.1358,0.2392,0.1237
4,SATURDAY,13,0.0000,1.1219,0.5287,0.2711,0.8816,1.1685,0.0000,1.2488,0.1359,0.2393,0.1237
4,SATURDAY,14,0.0000,1.1735,0.5360,0.2685,0.8644,1.1693,0.0000,1.2458,0.1357,0.2386,0.1237
4,SATURDAY,15,0.0000,1.2041,0.5421,0.2740,0.9063,1.1574,0.0000,1.2265,0.1349,0.2358,0.1237
4,SATURDAY,16,0.0000,1.1535,0.5174,0.2803,0.9774,1.1465,0.0000,1.1959,0.1328,0.2315,0.1237
4,SATURDAY,17,0.0000,1.0936,0.4968,0.2807,1.0571,1.1261,0.2914,1.1522,0.1254,0.2239,0.1237
4,SATURDAY,18,0.0000,0.9607,0.4653,0.2725,1.0293,1.1042,0.4097,1.0530,0.1079,0.2079,0.1237
4,SATURDAY,19,0.0000,0.7095,0.4104,0.2398,0.9224,1.0826,0.6301,0.9117,0.0856,0.1845,0.1228
4,SATURDAY,20,0.0000,0.5584,0.3616,0.1756,0.7119,1.0531,0.7013,0.7200,0.0629,0.1521,0.1190
4,SATURDAY,21,0.0000,0.3488,0.3354,0.1035,0.4614,1.0261,0.7013,0.5062,0.0429,0.1148,0.1089
4,SATURDAY,22,0.0000,0.2113,0.3257,0.0544,0.2889,0.9948,0.6470,0.3196,0.0291,0.0823,0.0890
4,SATURDAY,23,0.0000,0.0716,0.2341,0.0359,0.1896,0.9695,0.4032,0.1346,0.0205,0.0591,0.0616
4,SUNDAY,0,0.0000,0.0436,0.2020,0.0323,0.0971,0.9384,0.3280,0.0980,0.0072,0.0250,0.0059
4,SUNDAY,1,0.0000,0.0361,0.2013,0.0323,0.0971,0.9346,0.3280,0.1307,0.0081,0.0271,0.0059
4,SUNDAY,2,0.0091,0.0303,0.2011,0.0337,0.0992,0.9337,0.3280,0.1553,0.0086,0.0284,0.0059
4,SUNDAY,3,0.0000,0.0279,0.2295,0.0459,0.1551,0.9363,0.3280,0.1898,0.0094,0.0354,0.0096
4,SUNDAY,4,0.0000,0.0351,0.2355,0.0743,0.2834,0.9562,0.3280,0.2684,0.0122,0.0584,0.0212
4,SUNDAY,5,0.0000,0.0399,0.2427,0.0967,0.3865,0.9801,0.3280,0.4022,0.0192,0.0915,0.0364
4,SUNDAY,6,0.0000,0.0611,0.3300,0.1241,0.5122,1.0127,0.0000,0.5507,0.0298,0.1209,0.0476
4,SUNDAY,7,0.0000,0.1514,0.3399,0.1725,0.5938,1.0419,0.0000,0.7076,0.0421,0.1418,0.0511
4,SUNDAY,8,0.0000,0.3054,0.3511,0.2341,0.7504,1.0809,0.0000,0.8819,0.0606,0.1571,0.0514
4,SUNDAY,9,0.0000,0.5206,0.4010,0.2742,0.8986,1.1068,0.0000,1.0269,0.0926,0.1696,0.0514
4,SUNDAY,10,0.0000,0.8802,0.4712,0.2886,0.9589,1.1220,0.0000,1.0882,0.1116,0.1752,0.0514
4,SUNDAY,11,0.0000,1.0312,0.4975,0.2877,0.8705,1.1362,0.0000,1.1028,0.1156,0.1766,0.0514
4,SUNDAY,12,0.0000,1.0840,0.5050,0.2764,0.7802,1.1375,0.0000,1.1042,0.1159,0.1767,0.0514
4,SUNDAY,13,0.0000,1.1564,0.5157,0.2701,0.7344,1.1465,0.0000,1.1042,0.1159,0.1767,0.0514
4,SUNDAY,14,0.0000,1.2306,0.5263,0.2713,0.7280,1.1447,0.0000,1.1003,0.1157,0.1758,0.0514
4,SUNDAY,15,0.0000,1.2427,0.5320,0.2784,0.7754,1.1296,0.0000,1.0758,0.1146,0.1723,0.0514
4,SUNDAY,16,0.0000,1.2100,0.5034,0.2811,0.8363,1.1201,0.0000,1.0431,0.1121,0.1675,0.0514
4,SUNDAY,17,0.0000,1.1415,0.4875,0.2734,0.9054,1.0962,0.3885,0.9958,0.1029,0.1576,0.0514
4,SUNDAY,18,0.0000,0.9750,0.4503,0.2379,0.8284,1.0751,0.4167,0.8725,0.0816,0.1370,0.0514
4,SUNDAY,19,0.0000,0.6282,0.3795,0.1710,0.7014,1.0536,0.7013,0.6907,0.0574,0.1084,0.0495
4,SUNDAY,20,0.0000,0.4443,0.3201,0.1095,0.4696,1.0231,0.7013,0.4805,0.0346,0.0764,0.0424
4,SUNDAY,21,0.0000,0.2985,0.3059,0.0654,0.2626,0.9997,0.7013,0.2717,0.0176,0.0470,0.0288
4,SUNDAY,22,0.0000,0.1268,0.2958,0.0415,0.1544,0.9690,0.6289,0.1349,0.0094,0.0280,0.0146
4,SUNDAY,23,0.0000,0.0928,0.2180,0.0332,0.0985,0.9500,0.3280,0.1229,0.0071,0.0232,0.0071
4,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,WEEKDAY,0,0.0000,0.1025,0.2089,0.0310,0.1037,0.9554,0.3280,0.1093,0.0086,0.0285,0.0113
5,WEEKDAY,1,0.0000,0.0722,0.2039,0.0310,0.0976,0.9483,0.3280,0.1316,0.0082,0.0274,0.0064
5,WEEKDAY,2,0.0000,0.0610,0.2034,0.0325,0.0992,0.9449,0.3280,0.1551,0.0086,0.0284,0.0059
5,WEEKDAY,3,0.0000,0.0574,0.2314,0.0443,0.1564,0.9464,0.3280,0.1912,0.0094,0.0358,0.0096
5,WEEKDAY,4,0.0000,0.0630,0.2367,0.0743,0.2942,0.9665,0.3280,0.2774,0.0124,0.0620,0.0210
5,WEEKDAY,5,0.0000,0.0716,0.2438,0.1129,0.4119,0.9942,0.0435,0.4156,0.0204,0.0970,0.0364
5,WEEKDAY,6,0.0000,0.1436,0.3344,0.1641,0.5231,1.0282,0.0000,0.5779,0.0326,0.1235,0.0476
5,WEEKDAY,7,0.0000,0.3474,0.3451,0.2122,0.5963,1.0539,0.0000,0.7114,0.0444,0.1423,0.0535
5,WEEKDAY,8,0.0000,0.6066,0.3712,0.2477,0.7841,1.0950,0.0000,0.8749,0.0646,0.1687,0.0707
5,WEEKDAY,9,0.0000,0.9001,0.4539,0.2694,0.9596,1.1285,0.0000,1.0517,0.1042,0.2043,0.1002
5,WEEKDAY,10,0.0000,1.2550,0.5188,0.2777,1.0335,1.1468,0.0000,1.1497,0.1284,0.2254,0.1192
5,WEEKDAY,11,0.0000,1.4195,0.5469,0.2762,0.9513,1.1634,0.0000,1.1758,0.1337,0.2313,0.1234
5,WEEKDAY,12,0.0000,1.4808,0.5546,0.2658,0.8656,1.1654,0.0000,1.1783,0.1340,0.2319,0.1237
5,WEEKDAY,13,0.0000,1.5783,0.5674,0.2592,0.8192,1.1743,0.0000,1.1783,0.1340,0.2318,0.1237
5,WEEKDAY,14,0.0000,1.6281,0.5734,0.2580,0.8139,1.1724,0.0000,1.1744,0.1338,0.2309,0.1237
5,WEEKDAY,15,0.0000,1.6520,0.5786,0.2655,0.8713,1.1565,0.0000,1.1499,0.1328,0.2274,0.1237
5,WEEKDAY,16,0.0000,1.5619,0.5491,0.2710,0.9462,1.1471,0.0000,1.1172,0.1303,0.2230,0.1237
5,WEEKDAY,17,0.0000,1.5140,0.5390,0.2697,1.0278,1.1234,0.3885,1.0715,0.1214,0.2152,0.1237
5,WEEKDAY,18,0.0000,1.3506,0.5037,0.2596,0.9676,1.1054,0.4167,0.9662,0.1012,0.1979,0.1237
5,WEEKDAY,19,0.0000,0.9882,0.4356,0.2211,0.8535,1.0840,0.7013,0.8344,0.0785,0.1732,0.1217
5,WEEKDAY,20,0.0000,0.8174,0.3649,0.1518,0.6227,1.0521,0.7013,0.6420,0.0555,0.1383,0.1127
5,WEEKDAY,21,0.0000,0.5810,0.3385,0.0824,0.3742,1.0262,0.7013,0.4213,0.0353,0.0981,0.0924
5,WEEKDAY,22,0.0000,0.3635,0.3266,0.0424,0.2307,0.9933,0.6289,0.2333,0.0218,0.0625,0.0626
5,WEEKDAY,23,0.0000,0.1999,0.2294,0.0317,0.1316,0.9711,0.3280,0.1492,0.0132,0.0391,0.0309
5,SATURDAY,0,0.0000,0.1706,0.2217,0.0310,0.1181,0.9586,0.3280,0.1319,0.0114,0.0356,0.0223
5,SATURDAY,1,0.0000,0.0790,0.2049,0.0310,0.0992,0.9502,0.3280,0.1346,0.0086,0.0283,0.0078
5,SATURDAY,2,0.0000,0.0689,0.2042,0.0325,0.0992,0.9457,0.3280,0.1547,0.0086,0.0284,0.0059
5,SATURDAY,3,0.0000,0.0572,0.2325,0.0443,0.1563,0.9464,0.3280,0.1907,0.0094,0.0357,0.0095
5,SATURDAY,4,0.0000,0.0678,0.2375,0.0743,0.2945,0.9663,0.3280,0.2772,0.0123,0.0621,0.0205
5,SATURDAY,5,0.0000,0.0781,0.2455,0.1129,0.4165,0.9943,0.0435,0.4218,0.0205,0.0982,0.0363
5,SATURDAY,6,0.0000,0.1221,0.3373,0.1641,0.5384,1.0294,0.0000,0.5933,0.0328,0.1264,0.0476
5,SATURDAY,7,0.0000,0.3592,0.3497,0.2122,0.6261,1.0578,0.0000,0.7404,0.0449,0.1472,0.0535
