Month,Daytype,Hour,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Air_Compressors
3,SATURDAY,8,0.0138,0.2300,0.4848,0.9764,0.8808,0.0000,0.3533,0.0169,0.1998,0.0996
3,SATURDAY,9,0.0858,0.2300,0.7714,1.1171,0.8980,0.0000,0.4048,0.0221,0.2265,0.1082
3,SATURDAY,10,0.2165,0.2750,0.9433,1.2475,0.9078,0.0000,0.4290,0.0258,0.2398,0.1091
3,SATURDAY,11,0.4048,0.4141,1.0052,1.3979,0.9207,0.0000,0.4950,0.0383,0.2649,0.1091
3,SATURDAY,12,0.5065,0.4141,1.0075,1.5459,0.9415,0.0000,0.6013,0.0646,0.3079,0.1091
3,SATURDAY,13,0.6523,0.4141,0.9776,1.6277,0.9543,0.0000,0.7085,0.1091,0.3550,0.1091
3,SATURDAY,14,0.7809,0.4141,0.9535,1.4897,0.9506,0.0000,0.7596,0.1479,0.3541,0.1091
3,SATURDAY,15,0.8685,0.4141,0.9398,1.3959,0.9476,0.0000,0.8026,0.1761,0.3555,0.1091
3,SATURDAY,16,0.8638,0.4141,0.9377,1.3604,0.9392,0.0000,0.7980,0.1871,0.3589,0.1091
3,SATURDAY,17,0.7820,0.4141,0.9611,1.3841,0.9345,0.0000,0.7900,0.1895,0.3573,0.1091
3,SATURDAY,18,0.6485,0.4141,0.9808,1.4139,0.9224,0.3530,0.7938,0.1897,0.3569,0.1091
3,SATURDAY,19,0.5005,0.4141,0.9881,1.4214,0.9148,0.3530,0.7948,0.1897,0.3569,0.1091
3,SATURDAY,20,0.3698,0.4141,0.9807,1.4003,0.9092,0.3530,0.7948,0.1897,0.3560,0.1091
3,SATURDAY,21,0.2319,0.4141,0.9538,1.3822,0.8989,0.3530,0.7948,0.1893,0.3503,0.1085
3,SATURDAY,22,0.1616,0.4141,0.8645,1.3569,0.8942,0.3530,0.7931,0.1883,0.3409,0.1048
3,SATURDAY,23,0.1088,0.4141,0.7043,1.2943,0.8834,0.3530,0.7796,0.1863,0.3254,0.0960
3,SUNDAY,0,0.0000,0.3155,0.4738,1.1615,0.8775,0.3530,0.7431,0.1829,0.2995,0.0795
3,SUNDAY,1,0.0000,0.3155,0.2168,0.8669,0.8683,0.3530,0.6837,0.1764,0.2603,0.0538
3,SUNDAY,2,0.0000,0.2515,0.1230,0.6020,0.8513,0.3530,0.5930,0.1546,0.2110,0.0423
3,SUNDAY,3,0.0000,0.0674,0.1129,0.3044,0.8286,0.3530,0.3239,0.0777,0.1047,0.0409
3,SUNDAY,4,0.0000,0.0674,0.1129,0.1024,0.8084,0.3530,0.0833,0.0113,0.0249,0.0409
3,SUNDAY,5,0.0000,0.0674,0.1129,0.0752,0.8024,0.3530,0.0448,0.0007,0.0135,0.0415
3,SUNDAY,6,0.0000,0.0674,0.1230,0.1346,0.7996,0.0000,0.0529,0.0009,0.0250,0.0482
3,SUNDAY,7,0.0000,0.0674,0.2168,0.3831,0.8047,0.0000,0.0847,0.0030,0.0647,0.0728
3,SUNDAY,8,0.0000,0.1315,0.4848,0.6527,0.8188,0.0000,0.1423,0.0089,0.1023,0.0996
3,SUNDAY,9,0.0208,0.1315,0.7714,0.7799,0.8318,0.0000,0.1788,0.0135,0.1198,0.1082
3,SUNDAY,10,0.1045,0.1851,0.9433,0.8999,0.8382,0.0000,0.1935,0.0169,0.1257,0.1091
3,SUNDAY,11,0.1693,0.3155,1.0052,1.0452,0.8489,0.0000,0.2554,0.0294,0.1495,0.1091
3,SUNDAY,12,0.2326,0.3155,1.0075,1.1789,0.8687,0.0000,0.3591,0.0557,0.1925,0.1091
3,SUNDAY,13,0.3469,0.3155,0.9776,1.2399,0.8891,0.0000,0.4803,0.1007,0.2480,0.1091
3,SUNDAY,14,0.4899,0.3155,0.9535,1.2786,0.9089,0.0000,0.6127,0.1426,0.2924,0.1091
3,SUNDAY,15,0.5678,0.3155,0.9398,1.3096,0.9176,0.0000,0.7229,0.1734,0.3259,0.1091
3,SUNDAY,16,0.5732,0.3155,0.9377,1.3349,0.9170,0.0000,0.7683,0.1861,0.3487,0.1091
3,SUNDAY,17,0.5299,0.3155,0.9611,1.3813,0.9194,0.0000,0.7862,0.1894,0.3561,0.1091
3,SUNDAY,18,0.4464,0.3155,0.9808,1.4139,0.9137,0.3530,0.7938,0.1897,0.3569,0.1091
3,SUNDAY,19,0.3547,0.3155,0.9881,1.4214,0.9110,0.3530,0.7948,0.1897,0.3569,0.1091
3,SUNDAY,20,0.2397,0.3155,0.9807,1.4003,0.9081,0.3530,0.7948,0.1897,0.3560,0.1091
3,SUNDAY,21,0.1250,0.3155,0.9538,1.3822,0.8988,0.3530,0.7948,0.1893,0.3503,0.1085
3,SUNDAY,22,0.0858,0.3155,0.8645,1.3569,0.8942,0.3530,0.7931,0.1883,0.3409,0.1048
3,SUNDAY,23,0.0200,0.3155,0.7043,1.2943,0.8834,0.3530,0.7796,0.1863,0.3254,0.0960
3,HOLIDAY,0,0.2502,0.3155,0.4738,1.1615,0.8775,0.3530,0.7431,0.1829,0.2995,0.0795
3,HOLIDAY,1,0.1397,0.3155,0.2168,0.8669,0.8683,0.3530,0.6837,0.1764,0.2603,0.0538
3,HOLIDAY,2,0.0000,0.2515,0.1230,0.6020,0.8513,0.3530,0.5930,0.1546,0.2110,0.0423
3,HOLIDAY,3,0.0000,0.0674,0.1129,0.3044,0.8286,0.3530,0.3239,0.0777,0.1047,0.0409
3,HOLIDAY,4,0.0000,0.0674,0.1129,0.1024,0.8084,0.3530,0.0833,0.0113,0.0249,0.0409
3,HOLIDAY,5,0.0000,0.0674,0.1129,0.0752,0.8024,0.3530,0.0448,0.0007,0.0135,0.0415
3,HOLIDAY,6,0.0000,0.0674,0.1230,0.1346,0.7996,0.0000,0.0529,0.0009,0.0250,0.0482
3,HOLIDAY,7,0.0000,0.0674,0.2168,0.3831,0.8047,0.0000,0.0847,0.0030,0.0647,0.0728
3,HOLIDAY,8,0.0000,0.1315,0.4848,0.6527,0.8188,0.0000,0.1423,0.0089,0.1023,0.0996
3,HOLIDAY,9,0.2986,0.1315,0.7714,0.7799,0.8318,0.0000,0.1788,0.0135,0.1198,0.1082
3,HOLIDAY,10,0.3396,0.3155,0.9433,0.8999,0.8382,0.0000,0.1935,0.0169,0.1257,0.1091
3,HOLIDAY,11,0.8548,0.3155,1.0052,1.0452,0.8489,0.0000,0.2554,0.0294,0.1495,0.1091
3,HOLIDAY,12,0.9966,0.3155,1.0075,1.1789,0.8687,0.0000,0.3591,0.0557,0.1925,0.1091
3,HOLIDAY,13,1.2773,0.3155,0.9776,1.2399,0.8891,0.0000,0.4803,0.1007,0.2480,0.1091
3,HOLIDAY,14,1.4580,0.3155,0.9535,1.2786,0.9089,0.0000,0.6127,0.1426,0.2924,0.1091
3,HOLIDAY,15,1.5832,0.3155,0.9398,1.3096,0.9176,0.0000,0.7229,0.1734,0.3259,0.1091
3,HOLIDAY,16,1.5832,0.3155,0.9377,1.3349,0.9170,0.0000,0.7683,0.1861,0.3487,0.1091
3,HOLIDAY,17,1.4985,0.3155,0.9611,1.3813,0.9194,0.0000,0.7862,0.1894,0.3561,0.1091
3,HOLIDAY,18,1.2887,0.3155,0.9808,1.4139,0.9137,0.3530,0.7938,0.1897,0.3569,0.1091
3,HOLIDAY,19,1.0796,0.3155,0.9881,1.4214,0.9110,0.3530,0.7948,0.1897,0.3569,0.1091
3,HOLIDAY,20,0.9690,0.3155,0.9807,1.4003,0.9081,0.3530,0.7948,0.1897,0.3560,0.1091
3,HOLIDAY,21,0.7926,0.3155,0.9538,1.3822,0.8988,0.3530,0.7948,0.1893,0.3503,0.1085
3,HOLIDAY,22,0.6772,0.3155,0.8645,1.3569,0.8942,0.3530,0.7931,0.1883,0.3409,0.1048
3,HOLIDAY,23,0.5834,0.3155,0.7043,1.2943,0.8834,0.3530,0.7796,0.1863,0.3254,0.0960
4,WEEKDAY,0,0.2471,0.4141,0.2568,0.9361,0.8744,0.3530,0.6972,0.1779,0.2692,0.0596
4,WEEKDAY,1,0.1193,0.3646,0.1347,0.6827,0.8593,0.3530,0.6151,0.1596,0.2229,0.0449
4,WEEKDAY,2,0.0290,0.2078,0.1075,0.4440,0.8411,0.3530,0.3995,0.0956,0.1357,0.0412
4,WEEKDAY,3,0.0046,0.1660,0.1053,0.3062,0.8304,0.3530,0.1881,0.0278,0.0672,0.0409
4,WEEKDAY,4,0.0044,0.1660,0.1053,0.3012,0.8362,0.3530,0.1416,0.0060,0.0616,0.0413
4,WEEKDAY,5,0.0062,0.1660,0.1126,0.3841,0.8487,0.3530,0.1754,0.0056,0.0886,0.0467
4,WEEKDAY,6,0.0112,0.1689,0.1824,0.6204,0.8634,0.0802,0.2416,0.0088,0.1375,0.0672
4,WEEKDAY,7,0.0377,0.2242,0.3956,0.9098,0.8828,0.0000,0.3316,0.0152,0.1884,0.0935
4,WEEKDAY,8,0.1663,0.2300,0.6591,1.0851,0.9012,0.0000,0.3931,0.0209,0.2204,0.1063
4,WEEKDAY,9,0.3062,0.3486,0.8437,1.2179,0.9125,0.0000,0.4235,0.0249,0.2368,0.1089
4,WEEKDAY,10,0.5483,0.4141,0.9248,1.3637,0.9243,0.0000,0.4800,0.0354,0.2592,0.1091
4,WEEKDAY,11,0.7592,0.4141,0.9396,1.5123,0.9433,0.0000,0.5771,0.0586,0.2981,0.1091
4,WEEKDAY,12,0.9932,0.4141,0.9185,1.6091,0.9580,0.0000,0.6842,0.0990,0.3443,0.1091
4,WEEKDAY,13,1.1783,0.4141,0.8949,1.5211,0.9581,0.0000,0.7480,0.1391,0.3543,0.1091
4,WEEKDAY,14,1.3219,0.4141,0.8799,1.4172,0.9550,0.0000,0.7928,0.1697,0.3552,0.1091
4,WEEKDAY,15,1.3686,0.4141,0.8755,1.3685,0.9475,0.0000,0.7990,0.1846,0.3581,0.1091
4,WEEKDAY,16,1.3476,0.4141,0.8919,1.3787,0.9419,0.0000,0.7918,0.1889,0.3577,0.1091
4,WEEKDAY,17,1.2590,0.4141,0.9111,1.4071,0.9313,0.0000,0.7929,0.1897,0.3570,0.1091
4,WEEKDAY,18,1.0717,0.4141,0.9204,1.4197,0.9226,0.0000,0.7946,0.1897,0.3569,0.1091
4,WEEKDAY,19,0.8684,0.4141,0.9167,1.4051,0.9162,0.2728,0.7948,0.1897,0.3562,0.1091
4,WEEKDAY,20,0.7139,0.4141,0.8957,1.3863,0.9064,0.3530,0.7948,0.1894,0.3516,0.1087
4,WEEKDAY,21,0.5830,0.4141,0.8256,1.3627,0.9000,0.3530,0.7935,0.1885,0.3431,0.1057
4,WEEKDAY,22,0.4594,0.4141,0.6912,1.3085,0.8906,0.3530,0.7826,0.1867,0.3289,0.0980
4,WEEKDAY,23,0.3208,0.4141,0.4904,1.1916,0.8835,0.3530,0.7514,0.1837,0.3053,0.0833
4,SATURDAY,0,0.1213,0.4141,0.2622,0.9427,0.8746,0.3530,0.6985,0.1780,0.2701,0.0602
4,SATURDAY,1,0.0938,0.3661,0.1367,0.6882,0.8597,0.3530,0.6171,0.1601,0.2240,0.0452
4,SATURDAY,2,0.0044,0.2120,0.1077,0.4494,0.8415,0.3530,0.4053,0.0973,0.1379,0.0413
4,SATURDAY,3,0.0037,0.1660,0.1053,0.3087,0.8306,0.3530,0.1926,0.0292,0.0685,0.0409
4,SATURDAY,4,0.0055,0.1660,0.1053,0.3006,0.8360,0.3530,0.1416,0.0062,0.0613,0.0413
4,SATURDAY,5,0.0060,0.1660,0.1124,0.3818,0.8484,0.3530,0.1744,0.0055,0.0879,0.0465
4,SATURDAY,6,0.0117,0.1820,0.1804,0.6141,0.8630,0.0883,0.2400,0.0087,0.1363,0.0667
4,SATURDAY,7,0.0303,0.2140,0.3899,0.9031,0.8823,0.0000,0.3295,0.0151,0.1873,0.0929
4,SATURDAY,8,0.1261,0.2300,0.6530,1.0819,0.9008,0.0000,0.3919,0.0208,0.2198,0.1061
4,SATURDAY,9,0.2528,0.3246,0.8400,1.2149,0.9123,0.0000,0.4229,0.0248,0.2365,0.1089
4,SATURDAY,10,0.5279,0.4141,0.9235,1.3603,0.9241,0.0000,0.4785,0.0351,0.2586,0.1091
4,SATURDAY,11,0.6781,0.4141,0.9396,1.5089,0.9429,0.0000,0.5747,0.0580,0.2971,0.1091
4,SATURDAY,12,0.8884,0.4141,0.9192,1.6073,0.9577,0.0000,0.6817,0.0980,0.3433,0.1091
4,SATURDAY,13,1.0913,0.4141,0.8954,1.5242,0.9582,0.0000,0.7468,0.1382,0.3544,0.1091
4,SATURDAY,14,1.2333,0.4141,0.8802,1.4193,0.9550,0.0000,0.7918,0.1691,0.3552,0.1091
4,SATURDAY,15,1.2926,0.4141,0.8756,1.3693,0.9477,0.0000,0.7991,0.1843,0.3581,0.1091
4,SATURDAY,16,1.2640,0.4141,0.8914,1.3782,0.9420,0.0000,0.7920,0.1889,0.3577,0.1091
4,SATURDAY,17,1.1709,0.4141,0.9106,1.4065,0.9315,0.0000,0.7928,0.1897,0.3570,0.1091
4,SATURDAY,18,1.0293,0.4141,0.9203,1.4195,0.9228,0.0000,0.7945,0.1897,0.3569,0.1091
4,SATURDAY,19,0.8667,0.4141,0.9168,1.4056,0.9164,0.2648,0.7948,0.1897,0.3562,0.1091
4,SATURDAY,20,0.7091,0.4141,0.8963,1.3867,0.9067,0.3530,0.7948,0.1894,0.3518,0.1087
4,SATURDAY,21,0.5320,0.4141,0.8275,1.3632,0.9001,0.3530,0.7935,0.1885,0.3433,0.1057
4,SATURDAY,22,0.3537,0.4141,0.6946,1.3099,0.8908,0.3530,0.7830,0.1868,0.3292,0.0982
4,SATURDAY,23,0.2443,0.3402,0.4959,1.1947,0.8833,0.3530,0.7522,0.1838,0.3059,0.0837
4,SUNDAY,0,0.1823,0.3155,0.2023,0.8669,0.8723,0.3530,0.6837,0.1764,0.2603,0.0538
4,SUNDAY,1,0.0988,0.2515,0.1148,0.6020,0.8550,0.3530,0.5930,0.1546,0.2110,0.0423
4,SUNDAY,2,0.0000,0.0674,0.1053,0.3044,0.8321,0.3530,0.3239,0.0777,0.1047,0.0409
4,SUNDAY,3,0.0000,0.0674,0.1053,0.1024,0.8116,0.3530,0.0833,0.0113,0.0249,0.0409
4,SUNDAY,4,0.0000,0.0674,0.1053,0.0752,0.8054,0.3530,0.0448,0.0007,0.0135,0.0415
4,SUNDAY,5,0.0000,0.0674,0.1148,0.1346,0.8033,0.3530,0.0529,0.0009,0.0250,0.0482
4,SUNDAY,6,0.0000,0.0834,0.2023,0.3831,0.8107,0.0000,0.0847,0.0030,0.0647,0.0728
4,SUNDAY,7,0.0000,0.1315,0.4524,0.6527,0.8255,0.0000,0.1423,0.0089,0.1023,0.0996
4,SUNDAY,8,0.1370,0.1315,0.7199,0.7799,0.8392,0.0000,0.1788,0.0135,0.1198,0.1082
4,SUNDAY,9,0.2483,0.2721,0.8801,0.8999,0.8450,0.0000,0.1935,0.0169,0.1257,0.1091
4,SUNDAY,10,0.5117,0.3155,0.9380,1.0452,0.8554,0.0000,0.2554,0.0294,0.1495,0.1091
4,SUNDAY,11,0.6476,0.3155,0.9401,1.1789,0.8754,0.0000,0.3591,0.0557,0.1925,0.1091
4,SUNDAY,12,0.9010,0.3155,0.9122,1.2399,0.8957,0.0000,0.4803,0.1007,0.2480,0.1091
4,SUNDAY,13,1.1211,0.3155,0.8898,1.2786,0.9157,0.0000,0.6127,0.1426,0.2924,0.1091
4,SUNDAY,14,1.2936,0.3155,0.8769,1.3096,0.9243,0.0000,0.7229,0.1734,0.3259,0.1091
4,SUNDAY,15,1.3582,0.3155,0.8751,1.3349,0.9233,0.0000,0.7683,0.1861,0.3487,0.1091
4,SUNDAY,16,1.3610,0.3155,0.8968,1.3813,0.9257,0.0000,0.7862,0.1894,0.3561,0.1091
4,SUNDAY,17,1.2931,0.3155,0.9152,1.4139,0.9197,0.0000,0.7938,0.1897,0.3569,0.1091
4,SUNDAY,18,1.1557,0.3155,0.9220,1.4214,0.9170,0.0000,0.7948,0.1897,0.3569,0.1091
4,SUNDAY,19,0.9716,0.3155,0.9151,1.4003,0.9137,0.3530,0.7948,0.1897,0.3560,0.1091
4,SUNDAY,20,0.8181,0.3155,0.8900,1.3822,0.9039,0.3530,0.7948,0.1893,0.3503,0.1085
4,SUNDAY,21,0.6522,0.3155,0.8067,1.3569,0.8988,0.3530,0.7931,0.1883,0.3409,0.1048
4,SUNDAY,22,0.5144,0.3155,0.6573,1.2943,0.8881,0.3530,0.7796,0.1863,0.3254,0.0960
4,SUNDAY,23,0.3552,0.4141,0.4421,1.1615,0.8817,0.3530,0.7431,0.1829,0.2995,0.0795
4,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,WEEKDAY,0,0.6120,0.4141,0.1963,0.8698,0.8800,0.3530,0.6837,0.1764,0.2603,0.0538
5,WEEKDAY,1,0.4002,0.3501,0.1113,0.6277,0.8629,0.3530,0.5949,0.1546,0.2119,0.0423
5,WEEKDAY,2,0.0578,0.1739,0.1022,0.3900,0.8441,0.3530,0.3421,0.0782,0.1132,0.0409
5,WEEKDAY,3,0.0563,0.1660,0.1022,0.2816,0.8356,0.3530,0.1428,0.0129,0.0536,0.0409
5,WEEKDAY,4,0.0558,0.1660,0.1022,0.3069,0.8456,0.3530,0.1412,0.0040,0.0639,0.0415
5,WEEKDAY,5,0.0604,0.1718,0.1113,0.4067,0.8601,0.0000,0.1854,0.0060,0.0958,0.0482
5,WEEKDAY,6,0.1040,0.2126,0.1963,0.6833,0.8754,0.0000,0.2581,0.0096,0.1498,0.0728
5,WEEKDAY,7,0.2029,0.2300,0.4388,0.9764,0.8965,0.0000,0.3533,0.0169,0.1998,0.0996
5,WEEKDAY,8,0.4819,0.2300,0.6982,1.1171,0.9156,0.0000,0.4048,0.0221,0.2265,0.1082
5,WEEKDAY,9,0.7978,0.4141,0.8536,1.2475,0.9251,0.0000,0.4290,0.0258,0.2398,0.1091
5,WEEKDAY,10,1.2222,0.4141,0.9097,1.3979,0.9372,0.0000,0.4950,0.0383,0.2649,0.1091
5,WEEKDAY,11,1.4264,0.4141,0.9118,1.5459,0.9584,0.0000,0.6013,0.0646,0.3079,0.1091
5,WEEKDAY,12,1.7317,0.4141,0.8848,1.6277,0.9715,0.0000,0.7085,0.1091,0.3550,0.1091
5,WEEKDAY,13,1.9316,0.4141,0.8630,1.4897,0.9678,0.0000,0.7595,0.1479,0.3541,0.1091
5,WEEKDAY,14,2.0708,0.4141,0.8506,1.3959,0.9646,0.0000,0.8026,0.1761,0.3555,0.1091
5,WEEKDAY,15,2.1183,0.4141,0.8487,1.3604,0.9551,0.0000,0.7980,0.1871,0.3589,0.1091
5,WEEKDAY,16,2.0939,0.4141,0.8698,1.3841,0.9501,0.0000,0.7900,0.1895,0.3573,0.1091
5,WEEKDAY,17,1.9905,0.4141,0.8877,1.4139,0.9372,0.0000,0.7938,0.1897,0.3569,0.1091
5,WEEKDAY,18,1.8041,0.4141,0.8943,1.4214,0.9314,0.0000,0.7948,0.1897,0.3569,0.1091
5,WEEKDAY,19,1.5844,0.4141,0.8876,1.4003,0.9247,0.3530,0.7948,0.1897,0.3560,0.1091
5,WEEKDAY,20,1.3786,0.4141,0.8632,1.3822,0.9132,0.3530,0.7948,0.1893,0.3503,0.1085
5,WEEKDAY,21,1.2166,0.4141,0.7824,1.3569,0.9072,0.3530,0.7931,0.1883,0.3409,0.1048
5,WEEKDAY,22,1.0137,0.4141,0.6375,1.2943,0.8965,0.3530,0.7796,0.1863,0.3254,0.0960
5,WEEKDAY,23,0.7805,0.4141,0.4259,1.1615,0.8901,0.3530,0.7431,0.1829,0.2995,0.0795
5,SATURDAY,0,0.6233,0.4141,0.1963,0.8698,0.8800,0.3530,0.6837,0.1764,0.2603,0.0538
5,SATURDAY,1,0.4193,0.3501,0.1113,0.6277,0.8629,0.3530,0.5949,0.1546,0.2119,0.0423
5,SATURDAY,2,0.0449,0.1660,0.1022,0.3900,0.8441,0.3530,0.3421,0.0782,0.1132,0.0409
5,SATURDAY,3,0.0429,0.1660,0.1022,0.2816,0.8356,0.3530,0.1428,0.0129,0.0536,0.0409
5,SATURDAY,4,0.0452,0.1660,0.1022,0.3069,0.8456,0.3530,0.1412,0.0040,0.0639,0.0415
5,SATURDAY,5,0.0535,0.1660,0.1113,0.4067,0.8601,0.0000,0.1854,0.0060,0.0958,0.0482
5,SATURDAY,6,0.0760,0.1980,0.1963,0.6833,0.8754,0.0000,0.2581,0.0096,0.1498,0.0728
5,SATURDAY,7,0.1769,0.2300,0.4388,0.9764,0.8965,0.0000,0.3533,0.0169,0.1998,0.0996
5,SATURDAY,8,0.4964,0.2300,0.6982,1.1171,0.9156,0.0000,0.4048,0.0221,0.2265,0.1082
5,SATURDAY,9,0.8025,0.4141,0.8536,1.2475,0.9251,0.0000,0.4290,0.0258,0.2398,0.1091
5,SATURDAY,10,1.2957,0.4141,0.9097,1.3979,0.9372,0.0000,0.4950,0.0383,0.2649,0.1091
5,SATURDAY,11,1.5066,0.4141,0.9118,1.5459,0.9584,0.0000,0.6013,0.0646,0.3079,0.1091
5,SATURDAY,12,1.8003,0.4141,0.8848,1.6277,0.9715,0.0000,0.7085,0.1091,0.3550,0.1091
5,SATURDAY,13,2.0182,0.4141,0.8630,1.4897,0.9678,0.0000,0.7596,0.1479,0.3541,0.1091
5,SATURDAY,14,2.2073,0.4141,0.8506,1.3959,0.9646,0.0000,0.8026,0.1761,0.3555,0.1091
5,SATURDAY,15,2.2421,0.4141,0.8487,1.3604,0.9551,0.0000,0.7980,0.1871,0.3589,0.1091
5,SATURDAY,16,2.2120,0.4141,0.8698,1.3841,0.9501,0.0000,0.7900,0.1895,0.3573,0.1091
5,SATURDAY,17,2.1219,0.4141,0.8877,1.4139,0.9372,0.0000,0.7938,0.1897,0.3569,0.1091
5,SATURDAY,18,1.9439,0.4141,0.8943,1.4214,0.9314,0.0000,0.7948,0.1897,0.3569,0.1091
5,SATURDAY,19,1.7191,0.4141,0.8876,1.4003,0.9247,0.3530,0.7948,0.1897,0.3560,0.1091
5,SATURDAY,20,1.4893,0.4141,0.8632,1.3822,0.9132,0.3530,0.7948,0.1893,0.3503,0.1085
5,SATURDAY,21,1.2946,0.4141,0.7824,1.3569,0.9072,0.3530,0.7931,0.1883,0.3409,0.1048
5,SATURDAY,22,1.0968,0.4141,0.6375,1.2943,0.8965,0.3530,0.7796,0.1863,0.3254,0.0960
5,SATURDAY,23,0.7906,0.3155,0.4288,1.1615,0.8898,0.3530,0.7431,0.1829,0.2995,0.0795
5,SUNDAY,0,0.5709,0.3155,0.1963,0.8669,0.8800,0.3530,0.6837,0.1764,0.2603,0.0538
5,SUNDAY,1,0.3897,0.2515,0.1113,0.6020,0.8624,0.3530,0.5930,0.1546,0.2110,0.0423
5,SUNDAY,2,0.0000,0.0674,0.1022,0.3044,0.8393,0.3530,0.3239,0.0777,0.1047,0.0409
5,SUNDAY,3,0.0000,0.0674,0.1022,0.1024,0.8187,0.3530,0.0833,0.0113,0.0249,0.0409
5,SUNDAY,4,0.0000,0.0674,0.1022,0.0752,0.8125,0.3530,0.0448,0.0007,0.0135,0.0415
5,SUNDAY,5,0.0000,0.0674,0.1113,0.1346,0.8117,0.0000,0.0529,0.0009,0.0250,0.0482
5,SUNDAY,6,0.0000,0.1315,0.1963,0.3831,0.8193,0.0000,0.0847,0.0030,0.0647,0.0728
5,SUNDAY,7,0.0634,0.1315,0.4388,0.6527,0.8345,0.0000,0.1423,0.0089,0.1023,0.0996
5,SUNDAY,8,0.2704,0.1315,0.6982,0.7799,0.8495,0.0000,0.1788,0.0135,0.1198,0.1082
5,SUNDAY,9,0.5123,0.3155,0.8536,0.8999,0.8555,0.0000,0.1935,0.0169,0.1257,0.1091
5,SUNDAY,10,0.9133,0.3155,0.9097,1.0452,0.8654,0.0000,0.2554,0.0294,0.1495,0.1091
5,SUNDAY,11,1.0926,0.3155,0.9118,1.1789,0.8857,0.0000,0.3591,0.0557,0.1925,0.1091
5,SUNDAY,12,1.3776,0.3155,0.8848,1.2399,0.9062,0.0000,0.4803,0.1007,0.2480,0.1091
5,SUNDAY,13,1.5746,0.3155,0.8630,1.2786,0.9261,0.0000,0.6127,0.1426,0.2924,0.1091
5,SUNDAY,14,1.7677,0.3155,0.8506,1.3096,0.9346,0.0000,0.7229,0.1734,0.3259,0.1091
5,SUNDAY,15,1.8555,0.3155,0.8487,1.3349,0.9328,0.0000,0.7683,0.1861,0.3487,0.1091
5,SUNDAY,16,1.8176,0.3155,0.8698,1.3813,0.9350,0.0000,0.7862,0.1894,0.3561,0.1091
5,SUNDAY,17,1.7741,0.3155,0.8877,1.4139,0.9285,0.0000,0.7938,0.1897,0.3569,0.1091
